dsc_cycle,axi_cycle,phase,slice_buffer_valid,slice_buffer_last,flatness_valid,flatness_last,predict_valid,predict_last
11665,3888,line_marker,3,0,1,0,1,0
11669,3889,pixel_transfer,3,0,1,0,1,0
11673,3890,pixel_transfer,3,0,1,0,1,0
11677,3892,pixel_transfer,3,0,1,0,1,0
11681,3893,pixel_transfer,3,0,3,0,1,0
11685,3894,pixel_transfer,3,0,3,0,3,0
11689,3896,pixel_transfer,3,0,3,0,3,0
11693,3897,pixel_transfer,3,0,3,0,3,0
11697,3898,pixel_transfer,3,0,3,0,3,0
11701,3900,pixel_transfer,3,0,3,0,3,0
11705,3901,pixel_transfer,3,1,3,0,3,0
11709,3902,pixel_transfer,2,0,3,0,3,0
11713,3904,pixel_transfer,2,0,3,0,3,0
11717,3905,pixel_transfer,2,0,3,0,3,0
11721,3906,pixel_transfer,2,0,3,0,3,0
11725,3908,pixel_transfer,2,0,3,0,3,0
11728,3909,pixel_transfer,1,0,0,0,0,0
11729,3909,pixel_transfer,2,0,3,0,3,0
11732,3910,pixel_transfer,1,0,0,0,0,0
11733,3910,pixel_transfer,2,0,3,1,3,0
11736,3911,pixel_transfer,1,0,0,0,0,0
11737,3912,pixel_transfer,2,0,2,0,3,1
11740,3913,pixel_transfer,1,0,0,0,0,0
11741,3913,pixel_transfer,2,0,2,0,2,0
11744,3914,pixel_transfer,1,0,0,0,0,0
11745,3914,pixel_transfer,2,0,2,0,2,0
11748,3915,pixel_transfer,1,0,0,0,0,0
11749,3916,pixel_transfer,2,0,2,0,2,0
11752,3917,pixel_transfer,1,0,0,0,0,0
11753,3917,pixel_transfer,2,0,2,0,2,0
11756,3918,pixel_transfer,1,0,1,0,0,0
11757,3918,pixel_transfer,2,0,2,0,2,0
11760,3919,pixel_transfer,1,0,1,0,1,0
11761,3920,pixel_transfer,2,0,2,0,2,0
11764,3921,pixel_transfer,1,0,1,0,1,0
11765,3921,pixel_transfer,2,0,2,0,2,0
11768,3922,pixel_transfer,1,0,1,0,1,0
11769,3922,pixel_transfer,2,0,2,0,2,0
11772,3923,pixel_transfer,1,0,1,0,1,0
11773,3924,pixel_transfer,2,0,2,0,2,0
11776,3925,pixel_transfer,1,0,1,0,1,0
11777,3925,pixel_transfer,2,2,2,0,2,0
11780,3926,pixel_transfer,1,0,1,0,1,0
11781,3926,pixel_transfer,0,0,2,0,2,0
11784,3927,pixel_transfer,1,0,1,0,1,0
11785,3928,pixel_transfer,0,0,2,0,2,0
11788,3929,pixel_transfer,1,0,1,0,1,0
11789,3929,pixel_transfer,0,0,2,0,2,0
11792,3930,pixel_transfer,1,0,1,0,1,0
11793,3930,pixel_transfer,0,0,2,0,2,0
11796,3931,pixel_transfer,1,0,1,0,1,0
11797,3932,pixel_transfer,0,0,2,0,2,0
11800,3933,pixel_transfer,3,0,1,0,1,0
11801,3933,pixel_transfer,0,0,2,0,2,0
11804,3934,pixel_transfer,3,0,1,0,1,0
11805,3934,pixel_transfer,0,0,2,2,2,0
11808,3935,pixel_transfer,3,0,1,0,1,0
11809,3936,pixel_transfer,0,0,0,0,2,2
11812,3937,line_marker,3,0,1,0,1,0
11816,3938,pixel_transfer,3,0,1,0,1,0
11820,3939,pixel_transfer,3,0,1,0,1,0
11824,3941,pixel_transfer,3,0,1,0,1,0
11828,3942,pixel_transfer,3,0,3,0,1,0
11832,3943,pixel_transfer,3,0,3,0,3,0
11836,3945,pixel_transfer,3,0,3,0,3,0
11840,3946,pixel_transfer,3,0,3,0,3,0
11844,3947,pixel_transfer,3,0,3,0,3,0
11848,3949,pixel_transfer,3,0,3,0,3,0
11852,3950,pixel_transfer,3,1,3,0,3,0
11856,3951,pixel_transfer,2,0,3,0,3,0
11860,3953,pixel_transfer,2,0,3,0,3,0
11864,3954,pixel_transfer,2,0,3,0,3,0
11868,3955,pixel_transfer,2,0,3,0,3,0
11872,3957,pixel_transfer,2,0,3,0,3,0
11875,3958,pixel_transfer,1,0,0,0,0,0
11876,3958,pixel_transfer,2,0,3,0,3,0
11879,3959,pixel_transfer,1,0,0,0,0,0
11880,3959,pixel_transfer,2,0,3,1,3,0
11883,3960,pixel_transfer,1,0,0,0,0,0
11884,3961,pixel_transfer,2,0,2,0,3,1
11887,3962,pixel_transfer,1,0,0,0,0,0
11888,3962,pixel_transfer,2,0,2,0,2,0
11891,3963,pixel_transfer,1,0,0,0,0,0
11892,3963,pixel_transfer,2,0,2,0,2,0
11895,3964,pixel_transfer,1,0,0,0,0,0
11896,3965,pixel_transfer,2,0,2,0,2,0
11899,3966,pixel_transfer,1,0,0,0,0,0
11900,3966,pixel_transfer,2,0,2,0,2,0
11903,3967,pixel_transfer,1,0,1,0,0,0
11904,3967,pixel_transfer,2,0,2,0,2,0
11907,3968,pixel_transfer,1,0,1,0,1,0
11908,3969,pixel_transfer,2,0,2,0,2,0
11911,3970,pixel_transfer,1,0,1,0,1,0
11912,3970,pixel_transfer,2,0,2,0,2,0
11915,3971,pixel_transfer,1,0,1,0,1,0
11916,3971,pixel_transfer,2,0,2,0,2,0
11919,3972,pixel_transfer,1,0,1,0,1,0
11920,3973,pixel_transfer,2,0,2,0,2,0
11923,3974,pixel_transfer,1,0,1,0,1,0
11924,3974,pixel_transfer,2,2,2,0,2,0
11927,3975,pixel_transfer,1,0,1,0,1,0
11928,3975,pixel_transfer,0,0,2,0,2,0
11931,3976,pixel_transfer,1,0,1,0,1,0
11932,3977,pixel_transfer,0,0,2,0,2,0
11935,3978,pixel_transfer,1,0,1,0,1,0
11936,3978,pixel_transfer,0,0,2,0,2,0
11939,3979,pixel_transfer,1,0,1,0,1,0
11940,3979,pixel_transfer,0,0,2,0,2,0
11943,3980,pixel_transfer,1,0,1,0,1,0
11944,3981,pixel_transfer,0,0,2,0,2,0
11947,3982,pixel_transfer,3,0,1,0,1,0
11948,3982,pixel_transfer,0,0,2,0,2,0
11951,3983,pixel_transfer,3,0,1,0,1,0
11952,3983,pixel_transfer,0,0,2,2,2,0
11955,3984,pixel_transfer,3,0,1,0,1,0
11956,3985,pixel_transfer,0,0,0,0,2,2
11959,3986,line_marker,3,0,1,0,1,0
11963,3987,pixel_transfer,3,0,1,0,1,0
11967,3988,pixel_transfer,3,0,1,0,1,0
11971,3990,pixel_transfer,3,0,1,0,1,0
11975,3991,pixel_transfer,3,0,3,0,1,0
11979,3992,pixel_transfer,3,0,3,0,3,0
11983,3994,pixel_transfer,3,0,3,0,3,0
11987,3995,pixel_transfer,3,0,3,0,3,0
11991,3996,pixel_transfer,3,0,3,0,3,0
11995,3998,pixel_transfer,3,0,3,0,3,0
11999,3999,pixel_transfer,3,1,3,0,3,0
12003,4000,pixel_transfer,2,0,3,0,3,0
12007,4002,pixel_transfer,2,0,3,0,3,0
12011,4003,pixel_transfer,2,0,3,0,3,0
12015,4004,pixel_transfer,2,0,3,0,3,0
12019,4006,pixel_transfer,2,0,3,0,3,0
12022,4007,pixel_transfer,1,0,0,0,0,0
12023,4007,pixel_transfer,2,0,3,0,3,0
12026,4008,pixel_transfer,1,0,0,0,0,0
12027,4008,pixel_transfer,2,0,3,1,3,0
12030,4009,pixel_transfer,1,0,0,0,0,0
12031,4010,pixel_transfer,2,0,2,0,3,1
12034,4011,pixel_transfer,1,0,0,0,0,0
12035,4011,pixel_transfer,2,0,2,0,2,0
12038,4012,pixel_transfer,1,0,0,0,0,0
12039,4012,pixel_transfer,2,0,2,0,2,0
12042,4013,pixel_transfer,1,0,0,0,0,0
12043,4014,pixel_transfer,2,0,2,0,2,0
12046,4015,pixel_transfer,1,0,0,0,0,0
12047,4015,pixel_transfer,2,0,2,0,2,0
12050,4016,pixel_transfer,1,0,1,0,0,0
12051,4016,pixel_transfer,2,0,2,0,2,0
12054,4017,pixel_transfer,1,0,1,0,1,0
12055,4018,pixel_transfer,2,0,2,0,2,0
12058,4019,pixel_transfer,1,0,1,0,1,0
12059,4019,pixel_transfer,2,0,2,0,2,0
12062,4020,pixel_transfer,1,0,1,0,1,0
12063,4020,pixel_transfer,2,0,2,0,2,0
12066,4021,pixel_transfer,1,0,1,0,1,0
12067,4022,pixel_transfer,2,0,2,0,2,0
12070,4023,pixel_transfer,1,0,1,0,1,0
12071,4023,pixel_transfer,2,2,2,0,2,0
12074,4024,pixel_transfer,1,0,1,0,1,0
12075,4024,pixel_transfer,0,0,2,0,2,0
12078,4025,pixel_transfer,1,0,1,0,1,0
12079,4026,pixel_transfer,0,0,2,0,2,0
12082,4027,pixel_transfer,1,0,1,0,1,0
12083,4027,pixel_transfer,0,0,2,0,2,0
12086,4028,pixel_transfer,1,0,1,0,1,0
12087,4028,pixel_transfer,0,0,2,0,2,0
12090,4029,pixel_transfer,1,0,1,0,1,0
12091,4030,pixel_transfer,0,0,2,0,2,0
12094,4031,pixel_transfer,3,0,1,0,1,0
12095,4031,pixel_transfer,0,0,2,0,2,0
12098,4032,pixel_transfer,3,0,1,0,1,0
12099,4032,pixel_transfer,0,0,2,2,2,0
12102,4033,pixel_transfer,3,0,1,0,1,0
12103,4034,pixel_transfer,0,0,0,0,2,2
12106,4035,line_marker,3,0,1,0,1,0
12110,4036,pixel_transfer,3,0,1,0,1,0
12114,4037,pixel_transfer,3,0,1,0,1,0
12118,4039,pixel_transfer,3,0,1,0,1,0
12122,4040,pixel_transfer,3,0,3,0,1,0
12126,4041,pixel_transfer,3,0,3,0,3,0
12130,4043,pixel_transfer,3,0,3,0,3,0
12134,4044,pixel_transfer,3,0,3,0,3,0
12138,4045,pixel_transfer,3,0,3,0,3,0
12142,4047,pixel_transfer,3,0,3,0,3,0
12146,4048,pixel_transfer,3,1,3,0,3,0
12150,4049,pixel_transfer,2,0,3,0,3,0
12154,4051,pixel_transfer,2,0,3,0,3,0
12158,4052,pixel_transfer,2,0,3,0,3,0
12162,4053,pixel_transfer,2,0,3,0,3,0
12166,4055,pixel_transfer,2,0,3,0,3,0
12169,4056,pixel_transfer,1,0,0,0,0,0
12170,4056,pixel_transfer,2,0,3,0,3,0
12173,4057,pixel_transfer,1,0,0,0,0,0
12174,4057,pixel_transfer,2,0,3,1,3,0
12177,4058,pixel_transfer,1,0,0,0,0,0
12178,4059,pixel_transfer,2,0,2,0,3,1
12181,4060,pixel_transfer,1,0,0,0,0,0
12182,4060,pixel_transfer,2,0,2,0,2,0
12185,4061,pixel_transfer,1,0,0,0,0,0
12186,4061,pixel_transfer,2,0,2,0,2,0
12189,4062,pixel_transfer,1,0,0,0,0,0
12190,4063,pixel_transfer,2,0,2,0,2,0
12193,4064,pixel_transfer,1,0,0,0,0,0
12194,4064,pixel_transfer,2,0,2,0,2,0
12197,4065,pixel_transfer,1,0,1,0,0,0
12198,4065,pixel_transfer,2,0,2,0,2,0
12201,4066,pixel_transfer,1,0,1,0,1,0
12202,4067,pixel_transfer,2,0,2,0,2,0
12205,4068,pixel_transfer,1,0,1,0,1,0
12206,4068,pixel_transfer,2,0,2,0,2,0
12209,4069,pixel_transfer,1,0,1,0,1,0
12210,4069,pixel_transfer,2,0,2,0,2,0
12213,4070,pixel_transfer,1,0,1,0,1,0
12214,4071,pixel_transfer,2,0,2,0,2,0
12217,4072,pixel_transfer,1,0,1,0,1,0
12218,4072,pixel_transfer,2,2,2,0,2,0
12221,4073,pixel_transfer,1,0,1,0,1,0
12222,4073,pixel_transfer,0,0,2,0,2,0
12225,4074,pixel_transfer,1,0,1,0,1,0
12226,4075,pixel_transfer,0,0,2,0,2,0
12229,4076,pixel_transfer,1,0,1,0,1,0
12230,4076,pixel_transfer,0,0,2,0,2,0
12233,4077,pixel_transfer,1,0,1,0,1,0
12234,4077,pixel_transfer,0,0,2,0,2,0
12237,4078,pixel_transfer,1,0,1,0,1,0
12238,4079,pixel_transfer,0,0,2,0,2,0
12241,4080,pixel_transfer,3,0,1,0,1,0
12242,4080,pixel_transfer,0,0,2,0,2,0
12245,4081,pixel_transfer,3,0,1,0,1,0
12246,4081,pixel_transfer,0,0,2,2,2,0
12249,4082,pixel_transfer,3,0,1,0,1,0
12250,4083,pixel_transfer,0,0,0,0,2,2
12253,4084,line_marker,3,0,1,0,1,0
12257,4085,pixel_transfer,3,0,1,0,1,0
12261,4086,pixel_transfer,3,0,1,0,1,0
12265,4088,pixel_transfer,3,0,1,0,1,0
12269,4089,pixel_transfer,3,0,3,0,1,0
12273,4090,pixel_transfer,3,0,3,0,3,0
12277,4092,pixel_transfer,3,0,3,0,3,0
12281,4093,pixel_transfer,3,0,3,0,3,0
12285,4094,pixel_transfer,3,0,3,0,3,0
12289,4096,pixel_transfer,3,0,3,0,3,0
12293,4097,pixel_transfer,3,1,3,0,3,0
12297,4098,pixel_transfer,2,0,3,0,3,0
12301,4100,pixel_transfer,2,0,3,0,3,0
12305,4101,pixel_transfer,2,0,3,0,3,0
12309,4102,pixel_transfer,2,0,3,0,3,0
12313,4104,pixel_transfer,2,0,3,0,3,0
12316,4105,pixel_transfer,1,0,0,0,0,0
12317,4105,pixel_transfer,2,0,3,0,3,0
12320,4106,pixel_transfer,1,0,0,0,0,0
12321,4106,pixel_transfer,2,0,3,1,3,0
12324,4107,pixel_transfer,1,0,0,0,0,0
12325,4108,pixel_transfer,2,0,2,0,3,1
12328,4109,pixel_transfer,1,0,0,0,0,0
12329,4109,pixel_transfer,2,0,2,0,2,0
12332,4110,pixel_transfer,1,0,0,0,0,0
12333,4110,pixel_transfer,2,0,2,0,2,0
12336,4111,pixel_transfer,1,0,0,0,0,0
12337,4112,pixel_transfer,2,0,2,0,2,0
12340,4113,pixel_transfer,1,0,0,0,0,0
12341,4113,pixel_transfer,2,0,2,0,2,0
12344,4114,pixel_transfer,1,0,1,0,0,0
12345,4114,pixel_transfer,2,0,2,0,2,0
12348,4115,pixel_transfer,1,0,1,0,1,0
12349,4116,pixel_transfer,2,0,2,0,2,0
12352,4117,pixel_transfer,1,0,1,0,1,0
12353,4117,pixel_transfer,2,0,2,0,2,0
12356,4118,pixel_transfer,1,0,1,0,1,0
12357,4118,pixel_transfer,2,0,2,0,2,0
12360,4119,pixel_transfer,1,0,1,0,1,0
12361,4120,pixel_transfer,2,0,2,0,2,0
12364,4121,pixel_transfer,1,0,1,0,1,0
12365,4121,pixel_transfer,2,2,2,0,2,0
12368,4122,pixel_transfer,1,0,1,0,1,0
12369,4122,pixel_transfer,0,0,2,0,2,0
12372,4123,pixel_transfer,1,0,1,0,1,0
12373,4124,pixel_transfer,0,0,2,0,2,0
12376,4125,pixel_transfer,1,0,1,0,1,0
12377,4125,pixel_transfer,0,0,2,0,2,0
12380,4126,pixel_transfer,1,0,1,0,1,0
12381,4126,pixel_transfer,0,0,2,0,2,0
12384,4127,pixel_transfer,1,0,1,0,1,0
12385,4128,pixel_transfer,0,0,2,0,2,0
12388,4129,pixel_transfer,3,0,1,0,1,0
12389,4129,pixel_transfer,0,0,2,0,2,0
12392,4130,pixel_transfer,3,0,1,0,1,0
12393,4130,pixel_transfer,0,0,2,2,2,0
12396,4131,pixel_transfer,3,0,1,0,1,0
12397,4132,pixel_transfer,0,0,0,0,2,2
12400,4133,line_marker,3,0,1,0,1,0
12404,4134,pixel_transfer,3,0,1,0,1,0
12408,4135,pixel_transfer,3,0,1,0,1,0
12412,4137,pixel_transfer,3,0,1,0,1,0
12416,4138,pixel_transfer,3,0,3,0,1,0
12420,4139,pixel_transfer,3,0,3,0,3,0
12424,4141,pixel_transfer,3,0,3,0,3,0
12428,4142,pixel_transfer,3,0,3,0,3,0
12432,4143,pixel_transfer,3,0,3,0,3,0
12436,4145,pixel_transfer,3,0,3,0,3,0
12440,4146,pixel_transfer,3,1,3,0,3,0
12444,4147,pixel_transfer,2,0,3,0,3,0
12448,4149,pixel_transfer,2,0,3,0,3,0
12452,4150,pixel_transfer,2,0,3,0,3,0
12456,4151,pixel_transfer,2,0,3,0,3,0
12460,4153,pixel_transfer,2,0,3,0,3,0
12463,4154,pixel_transfer,1,0,0,0,0,0
12464,4154,pixel_transfer,2,0,3,0,3,0
12467,4155,pixel_transfer,1,0,0,0,0,0
12468,4155,pixel_transfer,2,0,3,1,3,0
12471,4156,pixel_transfer,1,0,0,0,0,0
12472,4157,pixel_transfer,2,0,2,0,3,1
12475,4158,pixel_transfer,1,0,0,0,0,0
12476,4158,pixel_transfer,2,0,2,0,2,0
12479,4159,pixel_transfer,1,0,0,0,0,0
12480,4159,pixel_transfer,2,0,2,0,2,0
12483,4160,pixel_transfer,1,0,0,0,0,0
12484,4161,pixel_transfer,2,0,2,0,2,0
12487,4162,pixel_transfer,1,0,0,0,0,0
12488,4162,pixel_transfer,2,0,2,0,2,0
12491,4163,pixel_transfer,1,0,1,0,0,0
12492,4163,pixel_transfer,2,0,2,0,2,0
12495,4164,pixel_transfer,1,0,1,0,1,0
12496,4165,pixel_transfer,2,0,2,0,2,0
12499,4166,pixel_transfer,1,0,1,0,1,0
12500,4166,pixel_transfer,2,0,2,0,2,0
12503,4167,pixel_transfer,1,0,1,0,1,0
12504,4167,pixel_transfer,2,0,2,0,2,0
12507,4168,pixel_transfer,1,0,1,0,1,0
12508,4169,pixel_transfer,2,0,2,0,2,0
12511,4170,pixel_transfer,1,0,1,0,1,0
12512,4170,pixel_transfer,2,2,2,0,2,0
12515,4171,pixel_transfer,1,0,1,0,1,0
12516,4171,pixel_transfer,0,0,2,0,2,0
12519,4172,pixel_transfer,1,0,1,0,1,0
12520,4173,pixel_transfer,0,0,2,0,2,0
12523,4174,pixel_transfer,1,0,1,0,1,0
12524,4174,pixel_transfer,0,0,2,0,2,0
12527,4175,pixel_transfer,1,0,1,0,1,0
12528,4175,pixel_transfer,0,0,2,0,2,0
12531,4176,pixel_transfer,1,0,1,0,1,0
12532,4177,pixel_transfer,0,0,2,0,2,0
12535,4178,pixel_transfer,3,0,1,0,1,0
12536,4178,pixel_transfer,0,0,2,0,2,0
12539,4179,pixel_transfer,3,0,1,0,1,0
12540,4179,pixel_transfer,0,0,2,2,2,0
12543,4180,pixel_transfer,3,0,1,0,1,0
12544,4181,pixel_transfer,0,0,0,0,2,2
12547,4182,line_marker,3,0,1,0,1,0
12551,4183,pixel_transfer,3,0,1,0,1,0
12555,4184,pixel_transfer,3,0,1,0,1,0
12559,4186,pixel_transfer,3,0,1,0,1,0
12563,4187,pixel_transfer,3,0,3,0,1,0
12567,4188,pixel_transfer,3,0,3,0,3,0
12571,4190,pixel_transfer,3,0,3,0,3,0
12575,4191,pixel_transfer,3,0,3,0,3,0
12579,4192,pixel_transfer,3,0,3,0,3,0
12583,4194,pixel_transfer,3,0,3,0,3,0
12587,4195,pixel_transfer,3,1,3,0,3,0
12591,4196,pixel_transfer,2,0,3,0,3,0
12595,4198,pixel_transfer,2,0,3,0,3,0
12599,4199,pixel_transfer,2,0,3,0,3,0
12603,4200,pixel_transfer,2,0,3,0,3,0
12607,4202,pixel_transfer,2,0,3,0,3,0
12610,4203,pixel_transfer,1,0,0,0,0,0
12611,4203,pixel_transfer,2,0,3,0,3,0
12614,4204,pixel_transfer,1,0,0,0,0,0
12615,4204,pixel_transfer,2,0,3,1,3,0
12618,4205,pixel_transfer,1,0,0,0,0,0
12619,4206,pixel_transfer,2,0,2,0,3,1
12622,4207,pixel_transfer,1,0,0,0,0,0
12623,4207,pixel_transfer,2,0,2,0,2,0
12626,4208,pixel_transfer,1,0,0,0,0,0
12627,4208,pixel_transfer,2,0,2,0,2,0
12630,4209,pixel_transfer,1,0,0,0,0,0
12631,4210,pixel_transfer,2,0,2,0,2,0
12634,4211,pixel_transfer,1,0,0,0,0,0
12635,4211,pixel_transfer,2,0,2,0,2,0
12638,4212,pixel_transfer,1,0,1,0,0,0
12639,4212,pixel_transfer,2,0,2,0,2,0
12642,4213,pixel_transfer,1,0,1,0,1,0
12643,4214,pixel_transfer,2,0,2,0,2,0
12646,4215,pixel_transfer,1,0,1,0,1,0
12647,4215,pixel_transfer,2,0,2,0,2,0
12650,4216,pixel_transfer,1,0,1,0,1,0
12651,4216,pixel_transfer,2,0,2,0,2,0
12654,4217,pixel_transfer,1,0,1,0,1,0
12655,4218,pixel_transfer,2,0,2,0,2,0
12658,4219,pixel_transfer,1,0,1,0,1,0
12659,4219,pixel_transfer,2,2,2,0,2,0
12662,4220,pixel_transfer,1,0,1,0,1,0
12663,4220,pixel_transfer,0,0,2,0,2,0
12666,4221,pixel_transfer,1,0,1,0,1,0
12667,4222,pixel_transfer,0,0,2,0,2,0
12670,4223,pixel_transfer,1,0,1,0,1,0
12671,4223,pixel_transfer,0,0,2,0,2,0
12674,4224,pixel_transfer,1,0,1,0,1,0
12675,4224,pixel_transfer,0,0,2,0,2,0
12678,4225,pixel_transfer,1,0,1,0,1,0
12679,4226,pixel_transfer,0,0,2,0,2,0
12682,4227,pixel_transfer,3,0,1,0,1,0
12683,4227,pixel_transfer,0,0,2,0,2,0
12686,4228,pixel_transfer,3,0,1,0,1,0
12687,4228,pixel_transfer,0,0,2,2,2,0
12690,4229,pixel_transfer,3,0,1,0,1,0
12691,4230,pixel_transfer,0,0,0,0,2,2
12694,4231,line_marker,3,0,1,0,1,0
12698,4232,pixel_transfer,3,0,1,0,1,0
12702,4233,pixel_transfer,3,0,1,0,1,0
12706,4235,pixel_transfer,3,0,1,0,1,0
12710,4236,pixel_transfer,3,0,3,0,1,0
12714,4237,pixel_transfer,3,0,3,0,3,0
12718,4239,pixel_transfer,3,0,3,0,3,0
12722,4240,pixel_transfer,3,0,3,0,3,0
12726,4241,pixel_transfer,3,0,3,0,3,0
12730,4243,pixel_transfer,3,0,3,0,3,0
12734,4244,pixel_transfer,3,1,3,0,3,0
12738,4245,pixel_transfer,2,0,3,0,3,0
12742,4247,pixel_transfer,2,0,3,0,3,0
12746,4248,pixel_transfer,2,0,3,0,3,0
12750,4249,pixel_transfer,2,0,3,0,3,0
12754,4251,pixel_transfer,2,0,3,0,3,0
12757,4252,pixel_transfer,1,0,0,0,0,0
12758,4252,pixel_transfer,2,0,3,0,3,0
12761,4253,pixel_transfer,1,0,0,0,0,0
12762,4253,pixel_transfer,2,0,3,1,3,0
12765,4254,pixel_transfer,1,0,0,0,0,0
12766,4255,pixel_transfer,2,0,2,0,3,1
12769,4256,pixel_transfer,1,0,0,0,0,0
12770,4256,pixel_transfer,2,0,2,0,2,0
12773,4257,pixel_transfer,1,0,0,0,0,0
12774,4257,pixel_transfer,2,0,2,0,2,0
12777,4258,pixel_transfer,1,0,0,0,0,0
12778,4259,pixel_transfer,2,0,2,0,2,0
12781,4260,pixel_transfer,1,0,0,0,0,0
12782,4260,pixel_transfer,2,0,2,0,2,0
12785,4261,pixel_transfer,1,0,1,0,0,0
12786,4261,pixel_transfer,2,0,2,0,2,0
12789,4262,pixel_transfer,1,0,1,0,1,0
12790,4263,pixel_transfer,2,0,2,0,2,0
12793,4264,pixel_transfer,1,0,1,0,1,0
12794,4264,pixel_transfer,2,0,2,0,2,0
12797,4265,pixel_transfer,1,0,1,0,1,0
12798,4265,pixel_transfer,2,0,2,0,2,0
12801,4266,pixel_transfer,1,0,1,0,1,0
12802,4267,pixel_transfer,2,0,2,0,2,0
12805,4268,pixel_transfer,1,0,1,0,1,0
12806,4268,pixel_transfer,2,2,2,0,2,0
12809,4269,pixel_transfer,1,0,1,0,1,0
12810,4269,pixel_transfer,0,0,2,0,2,0
12813,4270,pixel_transfer,1,0,1,0,1,0
12814,4271,pixel_transfer,0,0,2,0,2,0
12817,4272,pixel_transfer,1,0,1,0,1,0
12818,4272,pixel_transfer,0,0,2,0,2,0
12821,4273,pixel_transfer,1,0,1,0,1,0
12822,4273,pixel_transfer,0,0,2,0,2,0
12825,4274,pixel_transfer,1,0,1,0,1,0
12826,4275,pixel_transfer,0,0,2,0,2,0
12829,4276,pixel_transfer,3,0,1,0,1,0
12830,4276,pixel_transfer,0,0,2,0,2,0
12833,4277,pixel_transfer,3,0,1,0,1,0
12834,4277,pixel_transfer,0,0,2,2,2,0
12837,4278,pixel_transfer,3,0,1,0,1,0
12838,4279,pixel_transfer,0,0,0,0,2,2
12841,4280,line_marker,3,0,1,0,1,0
12845,4281,pixel_transfer,3,0,1,0,1,0
12849,4282,pixel_transfer,3,0,1,0,1,0
12853,4284,pixel_transfer,3,0,1,0,1,0
12857,4285,pixel_transfer,3,0,3,0,1,0
12861,4286,pixel_transfer,3,0,3,0,3,0
12865,4288,pixel_transfer,3,0,3,0,3,0
12869,4289,pixel_transfer,3,0,3,0,3,0
12873,4290,pixel_transfer,3,0,3,0,3,0
12877,4292,pixel_transfer,3,0,3,0,3,0
12881,4293,pixel_transfer,3,1,3,0,3,0
12885,4294,pixel_transfer,2,0,3,0,3,0
12889,4296,pixel_transfer,2,0,3,0,3,0
12893,4297,pixel_transfer,2,0,3,0,3,0
12897,4298,pixel_transfer,2,0,3,0,3,0
12901,4300,pixel_transfer,2,0,3,0,3,0
12904,4301,pixel_transfer,1,0,0,0,0,0
12905,4301,pixel_transfer,2,0,3,0,3,0
12908,4302,pixel_transfer,1,0,0,0,0,0
12909,4302,pixel_transfer,2,0,3,1,3,0
12912,4303,pixel_transfer,1,0,0,0,0,0
12913,4304,pixel_transfer,2,0,2,0,3,1
12916,4305,pixel_transfer,1,0,0,0,0,0
12917,4305,pixel_transfer,2,0,2,0,2,0
12920,4306,pixel_transfer,1,0,0,0,0,0
12921,4306,pixel_transfer,2,0,2,0,2,0
12924,4307,pixel_transfer,1,0,0,0,0,0
12925,4308,pixel_transfer,2,0,2,0,2,0
12928,4309,pixel_transfer,1,0,0,0,0,0
12929,4309,pixel_transfer,2,0,2,0,2,0
12932,4310,pixel_transfer,1,0,1,0,0,0
12933,4310,pixel_transfer,2,0,2,0,2,0
12936,4311,pixel_transfer,1,0,1,0,1,0
12937,4312,pixel_transfer,2,0,2,0,2,0
12940,4313,pixel_transfer,1,0,1,0,1,0
12941,4313,pixel_transfer,2,0,2,0,2,0
12944,4314,pixel_transfer,1,0,1,0,1,0
12945,4314,pixel_transfer,2,0,2,0,2,0
12948,4315,pixel_transfer,1,0,1,0,1,0
12949,4316,pixel_transfer,2,0,2,0,2,0
12952,4317,pixel_transfer,1,0,1,0,1,0
12953,4317,pixel_transfer,2,2,2,0,2,0
12956,4318,pixel_transfer,1,0,1,0,1,0
12957,4318,pixel_transfer,0,0,2,0,2,0
12960,4319,pixel_transfer,1,0,1,0,1,0
12961,4320,pixel_transfer,0,0,2,0,2,0
12964,4321,pixel_transfer,1,0,1,0,1,0
12965,4321,pixel_transfer,0,0,2,0,2,0
12968,4322,pixel_transfer,1,0,1,0,1,0
12969,4322,pixel_transfer,0,0,2,0,2,0
12972,4323,pixel_transfer,1,0,1,0,1,0
12973,4324,pixel_transfer,0,0,2,0,2,0
12976,4325,pixel_transfer,3,0,1,0,1,0
12977,4325,pixel_transfer,0,0,2,0,2,0
12980,4326,pixel_transfer,3,0,1,0,1,0
12981,4326,pixel_transfer,0,0,2,2,2,0
12984,4327,pixel_transfer,3,0,1,0,1,0
12985,4328,pixel_transfer,0,0,0,0,2,2
12988,4329,line_marker,3,0,1,0,1,0
12992,4330,pixel_transfer,3,0,1,0,1,0
12996,4331,pixel_transfer,3,0,1,0,1,0
13000,4333,pixel_transfer,3,0,1,0,1,0
13004,4334,pixel_transfer,3,0,3,0,1,0
13008,4335,pixel_transfer,3,0,3,0,3,0
13012,4337,pixel_transfer,3,0,3,0,3,0
13016,4338,pixel_transfer,3,0,3,0,3,0
13020,4339,pixel_transfer,3,0,3,0,3,0
13024,4341,pixel_transfer,3,0,3,0,3,0
13028,4342,pixel_transfer,3,1,3,0,3,0
13032,4343,pixel_transfer,2,0,3,0,3,0
13036,4345,pixel_transfer,2,0,3,0,3,0
13040,4346,pixel_transfer,2,0,3,0,3,0
13044,4347,pixel_transfer,2,0,3,0,3,0
